,provider_id,image_file,true_rating,predicted_rating
0,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
1,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,3
2,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
3,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
4,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
5,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
6,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
7,112,../../data/data-real-r-3-text/112-kranjska-3.txt,3,2
8,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,3
9,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,2
10,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,2
11,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,3
12,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,3
13,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,1
14,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,1
15,73,../../data/data-real-r-3-text/73-kranjska-3.txt,3,2
16,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,2
17,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,2
18,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,3
19,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,3
20,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,3
21,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,3
22,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,2
23,234,../../data/data-real-r-3-text/234-kranjska-1.txt,1,2
24,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,3
25,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,2
26,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,2
27,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,2
28,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,2
29,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,2
30,167,../../data/data-real-r-3-text/167-kranjska-2.txt,2,3
31,342,../../data/data-real-r-3-text/342-piran-2.txt,2,3
32,342,../../data/data-real-r-3-text/342-piran-2.txt,2,3
33,342,../../data/data-real-r-3-text/342-piran-2.txt,2,1
34,342,../../data/data-real-r-3-text/342-piran-2.txt,2,3
35,342,../../data/data-real-r-3-text/342-piran-2.txt,2,2
36,342,../../data/data-real-r-3-text/342-piran-2.txt,2,1
37,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,2
38,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,2
39,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,2
40,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,3
41,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,2
42,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,2
43,34,../../data/data-real-r-3-text/34-kranjska-1.txt,1,2
44,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,3
45,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,3
46,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,3
47,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,2
48,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,1
49,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,2
50,43,../../data/data-real-r-3-text/43-kranjska-3.txt,3,3
51,9,../../data/data-real-r-3-text/9-kranjska-1.txt,1,2
52,9,../../data/data-real-r-3-text/9-kranjska-1.txt,1,2
53,9,../../data/data-real-r-3-text/9-kranjska-1.txt,1,2
54,9,../../data/data-real-r-3-text/9-kranjska-1.txt,1,3
55,9,../../data/data-real-r-3-text/9-kranjska-1.txt,1,1
56,9,../../data/data-real-r-3-text/9-kranjska-1.txt,1,2
57,30,../../data/data-real-r-3-text/30-kranjska-2.txt,2,2
58,30,../../data/data-real-r-3-text/30-kranjska-2.txt,2,3
59,30,../../data/data-real-r-3-text/30-kranjska-2.txt,2,3
60,30,../../data/data-real-r-3-text/30-kranjska-2.txt,2,3
61,30,../../data/data-real-r-3-text/30-kranjska-2.txt,2,1
62,30,../../data/data-real-r-3-text/30-kranjska-2.txt,2,2
63,384,../../data/data-real-r-3-text/384-piran-2.txt,2,3
64,384,../../data/data-real-r-3-text/384-piran-2.txt,2,3
65,384,../../data/data-real-r-3-text/384-piran-2.txt,2,3
66,384,../../data/data-real-r-3-text/384-piran-2.txt,2,3
67,384,../../data/data-real-r-3-text/384-piran-2.txt,2,2
68,384,../../data/data-real-r-3-text/384-piran-2.txt,2,2
69,311,../../data/data-real-r-3-text/311-piran-2.txt,2,3
70,311,../../data/data-real-r-3-text/311-piran-2.txt,2,2
71,311,../../data/data-real-r-3-text/311-piran-2.txt,2,2
72,311,../../data/data-real-r-3-text/311-piran-2.txt,2,2
73,311,../../data/data-real-r-3-text/311-piran-2.txt,2,2
74,311,../../data/data-real-r-3-text/311-piran-2.txt,2,3
75,296,../../data/data-real-r-3-text/296-piran-3.txt,3,1
76,296,../../data/data-real-r-3-text/296-piran-3.txt,3,3
77,296,../../data/data-real-r-3-text/296-piran-3.txt,3,2
78,296,../../data/data-real-r-3-text/296-piran-3.txt,3,1
79,296,../../data/data-real-r-3-text/296-piran-3.txt,3,3
80,291,../../data/data-real-r-3-text/291-piran-1.txt,1,1
81,291,../../data/data-real-r-3-text/291-piran-1.txt,1,2
82,291,../../data/data-real-r-3-text/291-piran-1.txt,1,1
83,291,../../data/data-real-r-3-text/291-piran-1.txt,1,3
84,291,../../data/data-real-r-3-text/291-piran-1.txt,1,2
85,291,../../data/data-real-r-3-text/291-piran-1.txt,1,3
86,291,../../data/data-real-r-3-text/291-piran-1.txt,1,2
87,35,../../data/data-real-r-3-text/35-kranjska-1.txt,1,2
88,35,../../data/data-real-r-3-text/35-kranjska-1.txt,1,2
89,35,../../data/data-real-r-3-text/35-kranjska-1.txt,1,3
90,35,../../data/data-real-r-3-text/35-kranjska-1.txt,1,1
91,35,../../data/data-real-r-3-text/35-kranjska-1.txt,1,2
92,35,../../data/data-real-r-3-text/35-kranjska-1.txt,1,2
93,395,../../data/data-real-r-3-text/395-piran-3.txt,3,1
94,395,../../data/data-real-r-3-text/395-piran-3.txt,3,1
95,395,../../data/data-real-r-3-text/395-piran-3.txt,3,1
96,343,../../data/data-real-r-3-text/343-piran-2.txt,2,1
97,343,../../data/data-real-r-3-text/343-piran-2.txt,2,3
98,343,../../data/data-real-r-3-text/343-piran-2.txt,2,3
99,343,../../data/data-real-r-3-text/343-piran-2.txt,2,3
100,343,../../data/data-real-r-3-text/343-piran-2.txt,2,2
101,343,../../data/data-real-r-3-text/343-piran-2.txt,2,2
